27;3692;-208;493;1841;2000;-768;2971;90;
27;3692;-209;493;1841;2000;-772;2971;90;
27;3692;-208;493;1841;2000;-768;2971;90;
27;3692;-209;493;1841;2000;-772;2971;90;
27;3691;-209;493;1841;2000;-771;2971;90;
27;3691;-208;493;1841;2000;-768;2971;90;
27;3692;-208;493;1841;2000;-768;2971;90;
27;3691;-208;492;1841;2000;-768;2971;90;
27;3691;-208;492;1841;2000;-768;2971;90;
27;3691;-208;492;1841;2000;-768;2971;90;
27;3690;-208;492;1841;2000;-768;2971;90;
27;3691;-207;492;1841;2000;-764;2971;90;
27;3690;-208;492;1841;2000;-768;2972;90;
27;3690;-208;492;1841;2000;-768;2971;90;
27;3690;-208;492;1841;2000;-768;2972;90;
27;3690;-208;492;1841;2000;-768;2972;90;
27;3690;-207;492;1841;2000;-764;2972;90;
27;3690;-208;492;1841;2000;-768;2971;90;
27;3689;-207;492;1841;2000;-764;2971;90;
27;3689;-207;492;1841;2000;-764;2972;90;
27;3690;-207;492;1841;2000;-764;2972;90;
27;3736;-20;492;1841;2000;-75;2971;90;
27;3744;0;492;1841;2000;0;2971;90;
27;3744;0;492;1841;2000;0;2971;90;
27;3744;0;492;1841;2000;0;2971;90;
0	40
52	92
27;3744;0;492;1841;2000;0;2971;90;
27;3744;0;492;1841;2000;0;2971;90;
27;3689;-210;492;1841;2000;-775;2972;90;
27;3689;-209;492;1841;2000;-771;2972;90;
27;3690;-208;492;1841;2000;-768;2972;90;
27;3690;-208;491;1841;2000;-768;2972;90;
27;3690;-207;491;1841;2000;-764;2972;90;
27;3689;-208;491;1841;2000;-767;2972;90;
27;3689;-207;491;1841;2000;-764;2972;90;
27;3689;-207;491;1841;2000;-764;2972;90;
27;3689;-207;491;1841;2000;-764;2972;90;
27;3689;-207;491;1841;2000;-764;2972;90;
27;3689;-206;491;1841;2000;-760;2972;90;
27;3689;-207;491;1841;2000;-764;2972;90;
27;3689;-207;491;1841;2000;-764;2972;90;
27;3688;-207;491;1841;2000;-763;2972;90;
27;3688;-206;491;1841;2000;-760;2972;90;
27;3689;-206;491;1841;2000;-760;2972;90;
27;3688;-206;491;1841;2000;-760;2972;90;
27;3689;-206;491;1841;2000;-760;2972;90;
27;3688;-206;491;1841;2000;-760;2972;90;
27;3689;-104;491;1841;2000;-384;2972;90;
27;3742;0;491;1841;2000;0;2972;90;
27;3742;0;491;1841;2000;0;2972;90;
27;3742;0;491;1841;2000;0;2972;90;
0	40
52	92
27;3742;0;491;1841;2000;0;2972;90;
27;3742;0;491;1841;2000;0;2972;90;
27;3677;-221;491;1841;2000;-813;2972;90;
27;3689;-209;491;1841;2000;-771;2972;90;
27;3688;-208;490;1841;2000;-767;2972;90;
27;3689;-208;490;1841;2000;-767;2972;90;
27;3689;-207;490;1841;2000;-764;2972;90;
27;3689;-207;490;1841;2000;-764;2972;90;
27;3689;-207;490;1841;2000;-764;2972;90;
27;3688;-207;490;1841;2000;-763;2972;90;
27;3689;-207;490;1841;2000;-764;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
27;3688;-207;490;1841;2000;-763;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
27;3689;-206;490;1841;2000;-760;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
27;3688;-206;490;1841;2000;-760;2972;90;
