time;Y
00:00,1;3,200044
00:00,1;3,193591
00:00,1;3,186788
00:00,1;3,179657
00:00,1;3,172219
00:00,1;3,1645
00:00,1;3,156522
00:00,1;3,148312
00:00,1;3,139896
00:00,1;3,1313
00:00,1;3,122551
00:00,1;3,113678
00:00,1;3,104709
00:00,1;3,095671
00:00,1;3,086595
00:00,1;3,077508
00:00,1;3,068441
00:00,1;3,05942
00:00,1;3,050476
00:00,1;3,041637
00:00,1;3,032931
00:00,1;3,024385
00:00,1;3,016026
00:00,1;3,007882
00:00,1;2,999978
00:00,1;2,992339
00:00,1;2,984988
00:00,1;2,977951
00:00,1;2,971248
00:00,1;2,9649
00:00,1;2,958929
00:00,1;2,953352
00:00,1;2,948186
00:00,1;2,943449
00:00,1;2,939154
00:00,1;2,935315
00:00,1;2,931944
00:00,1;2,92905
00:00,1;2,926643
00:00,1;2,92473
00:00,1;2,923316
00:00,1;2,922405
00:00,1;2,921999
00:00,1;2,922098
00:00,1;2,922703
00:00,1;2,923809
00:00,1;2,925412
00:00,1;2,927508
00:00,1;2,930086
00:00,1;2,93314
00:00,1;2,936657
00:00,1;2,940627
00:00,1;2,945034
00:00,1;2,949863
00:00,1;2,955099
00:00,1;2,960724
00:00,1;2,966717
00:00,1;2,973059
00:00,1;2,979729
00:00,1;2,986704
00:00,1;2,993959
00:00,1;3,001472
00:00,1;3,009216
00:00,1;3,017165
00:00,1;3,025294
00:00,1;3,033573
00:00,1;3,041976
00:00,1;3,050474
00:00,1;3,059039
00:00,1;3,067643
00:00,1;3,076255
00:00,1;3,084847
00:00,1;3,093391
00:00,1;3,101858
00:00,1;3,110219
00:00,1;3,118446
00:00,1;3,126511
00:00,1;3,134388
00:00,1;3,14205
00:00,1;3,149471
00:00,1;3,156626
00:00,1;3,16349
00:00,1;3,170041
00:00,1;3,176257
00:00,1;3,182116
00:00,1;3,187598
00:00,1;3,192685
00:00,1;3,197359
00:00,1;3,201604
00:00,1;3,205405
00:00,1;3,208749
00:00,1;3,211625
00:00,1;3,214022
00:00,1;3,215932
00:00,1;3,217346
00:00,1;3,218261
00:00,1;3,218672
00:00,1;3,218577
00:00,1;3,217975
00:00,1;3,216867
00:00,1;3,215257
00:00,1;3,213148
00:00,1;3,210547
00:00,1;3,207461
00:00,1;3,203899
00:00,1;3,199872
00:00,1;3,195393
00:00,1;3,190475
00:00,1;3,185134
00:00,1;3,179385
00:00,1;3,173247
00:00,1;3,166738
00:00,1;3,15988
00:00,1;3,152694
00:00,1;3,145202
00:00,1;3,137428
00:00,1;3,129396
00:00,1;3,121131
00:00,1;3,112661
00:00,1;3,10401
00:00,1;3,095208
00:00,1;3,086281
00:00,1;3,077257
00:00,1;3,068166
00:00,1;3,059036
00:00,1;3,049896
00:00,1;3,040775
00:00,1;3,031702
00:00,1;3,022705
00:00,1;3,013812
00:00,1;3,005053
00:00,1;2,996454
00:00,1;2,988043
00:00,1;2,979847
00:00,1;2,97189
00:00,1;2,964199
00:00,1;2,956796
00:00,1;2,949707
00:00,1;2,942952
00:00,1;2,936553
00:00,1;2,930529
00:00,1;2,924901
00:00,1;2,919684
00:00,1;2,914895
00:00,1;2,910549
00:00,1;2,906659
00:00,1;2,903237
00:00,1;2,900293
00:00,1;2,897835
00:00,1;2,895872
00:00,1;2,894407
00:00,1;2,893446
00:00,1;2,89299
00:00,1;2,893039
00:00,1;2,893594
00:00,1;2,89465
00:00,1;2,896204
00:00,1;2,89825
00:00,1;2,900779
00:00,1;2,903784
00:00,1;2,907252
00:00,1;2,911172
00:00,1;2,91553
00:00,1;2,920312
00:00,1;2,925499
00:00,1;2,931075
00:00,1;2,93702
00:00,1;2,943314
00:00,1;2,949936
00:00,1;2,956862
00:00,1;2,96407
00:00,1;2,971535
00:00,1;2,979232
00:00,1;2,987134
00:00,1;2,995215
00:00,1;3,003447
00:00,1;3,011803
00:00,1;3,020254
00:00,1;3,028773
00:00,1;3,037329
00:00,1;3,045895
00:00,1;3,054441
00:00,1;3,062939
00:00,1;3,07136
00:00,1;3,079675
00:00,1;3,087856
00:00,1;3,095876
00:00,1;3,103707
00:00,1;3,111323
00:00,1;3,118699
00:00,1;3,125809
00:00,1;3,132628
00:00,1;3,139135
00:00,1;3,145305
00:00,1;3,15112
00:00,1;3,156557
00:00,1;3,1616
00:00,1;3,166229
00:00,1;3,17043
00:00,1;3,174188
00:00,1;3,177489
00:00,1;3,180321
00:00,1;3,182674
00:00,1;3,18454
00:00,1;3,185912
00:00,1;3,186784
00:00,1;3,187151
00:00,1;3,187013
00:00,1;3,186369
00:00,1;3,185219
00:00,1;3,183566
00:00,1;3,181415
00:00,1;3,178771
00:00,1;3,175643
00:00,1;3,17204
00:00,1;3,167972
00:00,1;3,163451
00:00,1;3,158492
00:00,1;3,153109
00:00,1;3,147319
00:00,1;3,14114
00:00,1;3,13459
00:00,1;3,127692
00:00,1;3,120465
00:00,1;3,112932
00:00,1;3,105118
00:00,1;3,097046
00:00,1;3,088741
00:00,1;3,080231
00:00,1;3,071541
00:00,1;3,062698
00:00,1;3,053732
00:00,1;3,044669
00:00,1;3,035539
00:00,1;3,02637
00:00,1;3,017191
00:00,1;3,008031
00:00,1;2,998919
00:00,1;2,989884
00:00,1;2,980953
00:00,1;2,972156
00:00,1;2,963519
00:00,1;2,95507
00:00,1;2,946836
00:00,1;2,938842
00:00,1;2,931113
00:00,1;2,923673
00:00,1;2,916547
00:00,1;2,909755
00:00,1;2,903319
00:00,1;2,897259
00:00,1;2,891594
00:00,1;2,88634
00:00,1;2,881516
00:00,1;2,877133
00:00,1;2,873208
00:00,1;2,86975
00:00,1;2,86677
00:00,1;2,864277
00:00,1;2,862278
00:00,1;2,860778
00:00,1;2,859781
00:00,1;2,85929
00:00,1;2,859305
00:00,1;2,859825
00:00,1;2,860847
00:00,1;2,862367
00:00,1;2,864378
00:00,1;2,866874
00:00,1;2,869844
00:00,1;2,873279
00:00,1;2,877165
00:00,1;2,88149
00:00,1;2,886238
00:00,1;2,891392
00:00,1;2,896935
00:00,1;2,902847
00:00,1;2,909109
00:00,1;2,915698
00:00,1;2,922592
00:00,1;2,929768
00:00,1;2,937201
00:00,1;2,944865
00:00,1;2,952735
00:00,1;2,960785
00:00,1;2,968985
00:00,1;2,97731
00:00,1;2,98573
00:00,1;2,994218
00:00,1;3,002743
00:00,1;3,011278
00:00,1;3,019794
00:00,1;3,028261
00:00,1;3,036652
00:00,1;3,044936
00:00,1;3,053088
00:00,1;3,061078
00:00,1;3,068879
00:00,1;3,076466
00:00,1;3,083813
00:00,1;3,090893
00:00,1;3,097684
00:00,1;3,104161
00:00,1;3,110303
00:00,1;3,116089
00:00,1;3,121498
00:00,1;3,126512
00:00,1;3,131114
00:00,1;3,135287
00:00,1;3,139016
00:00,1;3,142289
00:00,1;3,145094
00:00,1;3,14742
00:00,1;3,149259
00:00,1;3,150604
00:00,1;3,151448
00:00,1;3,151789
00:00,1;3,151625
00:00,1;3,150954
00:00,1;3,149777
00:00,1;3,148098
00:00,1;3,145921
00:00,1;3,143252
00:00,1;3,140098
00:00,1;3,136469
00:00,1;3,132376
00:00,1;3,12783
00:00,1;3,122846
00:00,1;3,117438
00:00,1;3,111623
00:00,1;3,105419
00:00,1;3,098846
00:00,1;3,091923
00:00,1;3,084672
00:00,1;3,077116
00:00,1;3,069277
00:00,1;3,061181
00:00,1;3,052854
00:00,1;3,04432
00:00,1;3,035607
00:00,1;3,026741
00:00,1;3,017752
00:00,1;3,008667
00:00,1;2,999514
00:00,1;2,990323
00:00,1;2,981122
00:00,1;2,97194
00:00,1;2,962806
00:00,1;2,953749
00:00,1;2,944797
00:00,1;2,935978
00:00,1;2,92732
00:00,1;2,91885
00:00,1;2,910595
00:00,1;2,90258
00:00,1;2,89483
00:00,1;2,88737
00:00,1;2,880223
00:00,1;2,873411
00:00,1;2,866955
00:00,1;2,860875
00:00,1;2,85519
00:00,1;2,849918
00:00,1;2,845074
00:00,1;2,840672
00:00,1;2,836727
00:00,1;2,833251
00:00,1;2,830252
00:00,1;2,82774
00:00,1;2,825723
00:00,1;2,824205
00:00,1;2,823191
00:00,1;2,822682
00:00,1;2,822679
00:00,1;2,823181
00:00,1;2,824185
00:00,1;2,825688
00:00,1;2,827682
00:00,1;2,830161
00:00,1;2,833114
00:00,1;2,836533
00:00,1;2,840403
00:00,1;2,844711
00:00,1;2,849443
00:00,1;2,854581
00:00,1;2,860108
00:00,1;2,866005
00:00,1;2,872251
00:00,1;2,878825
00:00,1;2,885704
00:00,1;2,892864
00:00,1;2,900282
00:00,1;2,907932
00:00,1;2,915788
00:00,1;2,923823
00:00,1;2,932009
00:00,1;2,94032
00:00,1;2,948727
00:00,1;2,9572
00:00,1;2,965712
00:00,1;2,974234
00:00,1;2,982736
00:00,1;2,991191
00:00,1;2,999568
00:00,1;3,00784
00:00,1;3,015979
00:00,1;3,023957
00:00,1;3,031746
00:00,1;3,039321
00:00,1;3,046655
00:00,1;3,053724
00:00,2;3,060503
00:00,2;3,066969
00:00,2;3,0731
00:00,2;3,078874
00:00,2;3,084272
00:00,2;3,089276
00:00,2;3,093867
00:00,2;3,098029
00:00,2;3,101749
00:00,2;3,105012
00:00,2;3,107806
00:00,2;3,110123
00:00,2;3,111952
00:00,2;3,113287
00:00,2;3,114123
00:00,2;3,114455
00:00,2;3,114281
00:00,2;3,113601
00:00,2;3,112416
00:00,2;3,110729
00:00,2;3,108543
00:00,2;3,105866
00:00,2;3,102704
00:00,2;3,099067
00:00,2;3,094966
00:00,2;3,090413
00:00,2;3,085421
00:00,2;3,080006
00:00,2;3,074184
00:00,2;3,067974
00:00,2;3,061394
00:00,2;3,054464
00:00,2;3,047207
00:00,2;3,039644
00:00,2;3,0318
00:00,2;3,023698
00:00,2;3,015365
00:00,2;3,006825
00:00,2;2,998107
00:00,2;2,989237
00:00,2;2,980242
00:00,2;2,971152
00:00,2;2,961995
00:00,2;2,952799
00:00,2;2,943593
00:00,2;2,934407
00:00,2;2,925269
00:00,2;2,916208
00:00,2;2,907253
00:00,2;2,89843
00:00,2;2,889769
00:00,2;2,881296
00:00,2;2,873037
00:00,2;2,865019
00:00,2;2,857267
00:00,2;2,849805
00:00,2;2,842655
00:00,2;2,835841
00:00,2;2,829383
00:00,2;2,823301
00:00,2;2,817615
00:00,2;2,812341
00:00,2;2,807495
00:00,2;2,803092
00:00,2;2,799146
00:00,2;2,795669
00:00,2;2,792669
00:00,2;2,790157
00:00,2;2,788139
00:00,2;2,786621
00:00,2;2,785607
00:00,2;2,785098
00:00,2;2,785095
00:00,2;2,785598
00:00,2;2,786603
00:00,2;2,788106
00:00,2;2,790101
00:00,2;2,792581
00:00,2;2,795536
00:00,2;2,798955
00:00,2;2,802827
00:00,2;2,807137
00:00,2;2,811871
00:00,2;2,817011
00:00,2;2,82254
00:00,2;2,828439
00:00,2;2,834688
00:00,2;2,841264
00:00,2;2,848146
00:00,2;2,85531
00:00,2;2,862731
00:00,2;2,870385
00:00,2;2,878244
00:00,2;2,886282
00:00,2;2,894473
00:00,2;2,902788
00:00,2;2,911198
00:00,2;2,919676
00:00,2;2,928193
00:00,2;2,936719
00:00,2;2,945227
00:00,2;2,953686
00:00,2;2,962068
00:00,2;2,970346
00:00,2;2,97849
00:00,2;2,986474
00:00,2;2,994269
00:00,2;3,00185
00:00,2;3,00919
00:00,2;3,016265
00:00,2;3,023051
00:00,2;3,029523
00:00,2;3,035661
00:00,2;3,041443
00:00,2;3,046848
00:00,2;3,051859
00:00,2;3,056457
00:00,2;3,060627
00:00,2;3,064354
00:00,2;3,067625
00:00,2;3,070428
00:00,2;3,072753
00:00,2;3,074591
00:00,2;3,075934
00:00,2;3,076779
00:00,2;3,07712
00:00,2;3,076955
00:00,2;3,076285
00:00,2;3,075109
00:00,2;3,073431
00:00,2;3,071256
00:00,2;3,068588
00:00,2;3,065437
00:00,2;3,06181
00:00,2;3,057719
00:00,2;3,053177
00:00,2;3,048196
00:00,2;3,042792
00:00,2;3,036981
00:00,2;3,030782
00:00,2;3,024213
00:00,2;3,017295
00:00,2;3,01005
00:00,2;3,002499
00:00,2;2,994667
00:00,2;2,986577
00:00,2;2,978256
00:00,2;2,969729
00:00,2;2,961023
00:00,2;2,952166
00:00,2;2,943185
00:00,2;2,934108
00:00,2;2,924964
00:00,2;2,915781
00:00,2;2,90659
00:00,2;2,897417
00:00,2;2,888293
00:00,2;2,879247
00:00,2;2,870305
00:00,2;2,861497
00:00,2;2,852851
00:00,2;2,844392
00:00,2;2,836149
00:00,2;2,828146
00:00,2;2,820409
00:00,2;2,812962
00:00,2;2,805828
00:00,2;2,79903
00:00,2;2,792588
00:00,2;2,786522
00:00,2;2,780852
00:00,2;2,775594
00:00,2;2,770765
00:00,2;2,76638
00:00,2;2,76245
00:00,2;2,75899
00:00,2;2,756008
00:00,2;2,753513
00:00,2;2,751513
00:00,2;2,750012
00:00,2;2,749016
00:00,2;2,748525
00:00,2;2,74854
00:00,2;2,749061
00:00,2;2,750085
00:00,2;2,751607
00:00,2;2,753621
00:00,2;2,75612
00:00,2;2,759094
00:00,2;2,762533
00:00,2;2,766424
00:00,2;2,770754
00:00,2;2,775507
00:00,2;2,780667
00:00,2;2,786217
00:00,2;2,792136
00:00,2;2,798405
00:00,2;2,805002
00:00,2;2,811905
00:00,2;2,81909
00:00,2;2,826532
00:00,2;2,834206
00:00,2;2,842087
00:00,2;2,850147
00:00,2;2,858359
00:00,2;2,866696
00:00,2;2,875129
00:00,2;2,883629
00:00,2;2,892168
00:00,2;2,900717
00:00,2;2,909247
00:00,2;2,917729
00:00,2;2,926134
00:00,2;2,934435
00:00,2;2,942603
00:00,2;2,950609
00:00,2;2,958428
00:00,2;2,966033
00:00,2;2,973397
00:00,2;2,980496
00:00,2;2,987306
00:00,2;2,993803
00:00,2;2,999965
00:00,2;3,005772
00:00,2;3,011202
00:00,2;3,016238
00:00,2;3,020861
00:00,2;3,025057
00:00,2;3,02881
00:00,2;3,032106
00:00,2;3,034935
00:00,2;3,037286
00:00,2;3,039149
00:00,2;3,040519
00:00,2;3,04139
00:00,2;3,041758
00:00,2;3,04162
00:00,2;3,040976
00:00,2;3,039828
00:00,2;3,038177
00:00,2;3,036029
00:00,2;3,033389
00:00,2;3,030265
00:00,2;3,026666
00:00,2;3,022604
00:00,2;3,018089
00:00,2;3,013136
00:00,2;3,007761
00:00,2;3,001979
00:00,2;2,995808
00:00,2;2,989268
00:00,2;2,98238
00:00,2;2,975163
00:00,2;2,967642
00:00,2;2,959839
00:00,2;2,951779
00:00,2;2,943488
00:00,2;2,934991
00:00,2;2,926315
00:00,2;2,917488
00:00,2;2,908537
00:00,2;2,899491
00:00,2;2,890378
00:00,2;2,881226
00:00,2;2,872066
00:00,2;2,862925
00:00,2;2,853832
00:00,2;2,844817
00:00,2;2,835907
00:00,2;2,827131
00:00,2;2,818516
00:00,2;2,81009
00:00,2;2,801879
00:00,2;2,793908
00:00,2;2,786204
00:00,2;2,77879
00:00,2;2,771689
00:00,2;2,764923
00:00,2;2,758514
00:00,2;2,752482
00:00,2;2,746845
00:00,2;2,741621
00:00,2;2,736826
00:00,2;2,732474
00:00,2;2,728579
00:00,2;2,725152
00:00,2;2,722205
00:00,2;2,719744
00:00,2;2,717779
00:00,2;2,716313
00:00,2;2,715351
00:00,2;2,714895
00:00,2;2,714946
00:00,2;2,715503
00:00,2;2,716562
00:00,2;2,718119
00:00,2;2,720169
00:00,2;2,722704
00:00,2;2,725714
00:00,2;2,729189
00:00,2;2,733117
00:00,2;2,737483
00:00,2;2,742273
00:00,2;2,74747
00:00,2;2,753057
00:00,2;2,759013
00:00,2;2,765319
00:00,2;2,771954
00:00,2;2,778894
00:00,2;2,786117
00:00,2;2,793597
00:00,2;2,801309
00:00,2;2,809228
00:00,2;2,817327
00:00,2;2,825577
00:00,2;2,833952
00:00,2;2,842424
00:00,2;2,850963
00:00,2;2,859541
00:00,2;2,868129
00:00,2;2,876698
00:00,2;2,88522
00:00,2;2,893665
00:00,2;2,902005
00:00,2;2,910212
00:00,2;2,918259
00:00,2;2,926118
00:00,2;2,933763
00:00,2;2,941168
00:00,2;2,948308
00:00,2;2,955158
00:00,2;2,961696
00:00,2;2,967899
00:00,2;2,973747
00:00,2;2,979218
00:00,2;2,984295
00:00,2;2,988961
00:00,2;2,993198
00:00,2;2,996992
00:00,2;3,000331
00:00,2;3,003202
00:00,2;3,005595
00:00,2;3,007501
00:00,2;3,008913
00:00,2;3,009827
00:00,2;3,010237
00:00,2;3,010142
00:00,2;3,009542
00:00,2;3,008436
00:00,2;3,006829
00:00,2;3,004724
00:00,2;3,002128
00:00,2;2,999048
00:00,2;2,995493
00:00,2;2,991475
00:00,2;2,987004
00:00,2;2,982096
00:00,2;2,976765
00:00,2;2,971027
00:00,2;2,964901
00:00,2;2,958406
00:00,2;2,951562
00:00,2;2,944391
00:00,2;2,936915
00:00,2;2,929158
00:00,2;2,921144
00:00,2;2,912898
00:00,2;2,904447
00:00,2;2,895817
00:00,2;2,887036
00:00,2;2,878131
00:00,2;2,869131
00:00,2;2,860064
00:00,2;2,85096
00:00,2;2,841846
00:00,2;2,832752
00:00,2;2,823706
00:00,2;2,814738
00:00,2;2,805875
00:00,2;2,797146
00:00,2;2,788579
00:00,2;2,780201
00:00,2;2,772037
00:00,2;2,764115
00:00,2;2,756459
00:00,2;2,749092
00:00,2;2,74204
00:00,2;2,735323
00:00,2;2,728962
00:00,2;2,722979
00:00,2;2,717391
00:00,2;2,712216
00:00,2;2,707469
00:00,2;2,703167
00:00,2;2,699321
00:00,2;2,695944
00:00,2;2,693046
00:00,2;2,690636
00:00,2;2,68872
00:00,2;2,687304
00:00,2;2,686392
00:00,2;2,685987
00:00,2;2,686088
00:00,2;2,686695
00:00,2;2,687805
00:00,2;2,689413
00:00,2;2,691514
00:00,2;2,694099
00:00,2;2,697161
00:00,2;2,700687
00:00,2;2,704666
00:00,2;2,709084
00:00,2;2,713925
00:00,2;2,719174
00:00,2;2,724813
00:00,2;2,730821
00:00,2;2,737179
00:00,2;2,743866
00:00,2;2,750859
00:00,2;2,758134
00:00,2;2,765667
00:00,2;2,773432
00:00,2;2,781403
00:00,2;2,789555
00:00,2;2,797859
00:00,2;2,806287
00:00,2;2,814812
00:00,2;2,823404
00:00,2;2,832036
00:00,2;2,840678
00:00,2;2,849301
00:00,2;2,857876
00:00,2;2,866375
00:00,2;2,87477
00:00,2;2,883031
00:00,2;2,891133
00:00,2;2,899046
00:00,2;2,906746
00:00,2;2,914205
00:00,2;2,9214
00:00,2;2,928305
00:00,2;2,934899
00:00,2;2,941157
00:00,2;2,94706
00:00,2;2,952587
00:00,2;2,95772
00:00,2;2,962441
00:00,2;2,966734
00:00,2;2,970584
00:00,2;2,973979
00:00,2;2,976906
00:00,2;2,979355
00:00,2;2,981317
00:00,2;2,982786
00:00,2;2,983756
00:00,2;2,984224
00:00,2;2,984186
00:00,2;2,983642
00:00,2;2,982594
00:00,2;2,981044
00:00,2;2,978996
00:00,2;2,976458
00:00,2;2,973435
00:00,2;2,969938
00:00,2;2,965977
00:00,2;2,961564
00:00,2;2,956714
00:00,2;2,951441
00:00,2;2,945762
00:00,2;2,939694
00:00,2;2,933258
00:00,2;2,926472
00:00,2;2,91936
00:00,2;2,911943
00:00,2;2,904244
00:00,2;2,896289
00:00,2;2,888102
00:00,2;2,87971
00:00,2;2,87114
00:00,2;2,862418
00:00,2;2,853573
00:00,2;2,844633
00:00,2;2,835626
00:00,2;2,826581
00:00,2;2,817527
00:00,2;2,808493
00:00,2;2,799507
00:00,2;2,790599
00:00,2;2,781797
00:00,2;2,773129
00:00,2;2,764622
00:00,2;2,756304
00:00,2;2,748202
00:00,2;2,74034
00:00,2;2,732745
00:00,2;2,72544
00:00,2;2,718449
00:00,2;2,711793
00:00,2;2,705494
00:00,2;2,699572
00:00,2;2,694046
00:00,2;2,688932
00:00,2;2,684248
00:00,2;2,680007
00:00,2;2,676223
00:00,2;2,672909
00:00,2;2,670073
00:00,2;2,667725
00:00,2;2,665871
00:00,2;2,664518
00:00,2;2,663669
00:00,2;2,663326
00:00,2;2,66349
00:00,2;2,66416
00:00,2;2,665333
00:00,2;2,667004
00:00,2;2,669168
00:00,2;2,671817
00:00,2;2,674942
00:00,2;2,678532
00:00,2;2,682575
00:00,2;2,687056
00:00,2;2,691962
00:00,2;2,697274
00:00,2;2,702977
00:00,2;2,709049
00:00,2;2,715472
00:00,2;2,722223
00:00,2;2,72928
00:00,2;2,73662
00:00,2;2,744217
00:00,2;2,752047
00:00,2;2,760083
00:00,2;2,768299
00:00,2;2,776668
00:00,2;2,785162
00:00,2;2,793752
00:00,2;2,802409
00:00,2;2,811106
00:00,2;2,819813
00:00,2;2,828502
00:00,2;2,837143
00:00,2;2,845708
00:00,2;2,854168
00:00,2;2,862496
00:00,2;2,870663
00:00,2;2,878643
00:00,2;2,886408
00:00,2;2,893934
00:00,2;2,901195
00:00,2;2,908167
00:00,2;2,914827
00:00,2;2,921152
00:00,2;2,927121
00:00,2;2,932715
00:00,2;2,937915
00:00,2;2,942702
00:00,2;2,947062
00:00,2;2,95098
00:00,2;2,954442
00:00,2;2,957436
00:00,2;2,959953
00:00,2;2,961983
00:00,2;2,963519
00:00,2;2,964557
00:00,2;2,965092
00:00,2;2,965122
00:00,2;2,964646
00:00,2;2,963666
00:00,2;2,962184
00:00,2;2,960204
00:00,2;2,957734
00:00,2;2,95478
00:00,2;2,951351
00:00,2;2,947458
00:00,2;2,943114
00:00,2;2,938333
00:00,2;2,933128
00:00,2;2,927518
00:00,2;2,921519
00:00,2;2,915152
00:00,2;2,908435
00:00,2;2,901392
00:00,2;2,894044
00:00,2;2,886414
00:00,2;2,878529
00:00,2;2,870411
00:00,2;2,862089
00:00,2;2,853588
00:00,2;2,844936
00:00,2;2,836161
00:00,2;2,82729
00:00,2;2,818353
00:00,2;2,809378
00:00,2;2,800394
00:00,2;2,79143
00:00,2;2,782515
00:00,2;2,773677
00:00,2;2,764945
00:00,2;2,756347
00:00,2;2,747911
00:00,2;2,739664
00:00,2;2,731632
00:00,2;2,723841
00:00,2;2,716317
00:00,2;2,709082
00:00,2;2,702162
00:00,2;2,695577
00:00,2;2,689349
00:00,2;2,683498
00:00,2;2,678043
00:00,2;2,673001
00:00,2;2,668388
00:00,2;2,664219
00:00,2;2,660506
00:00,2;2,657263
00:00,2;2,654499
00:00,2;2,652222
00:00,2;2,650441
00:00,2;2,649159
00:00,2;2,648382
00:00,2;2,648111
00:00,2;2,648348
00:00,2;2,649089
00:00,2;2,650334
00:00,2;2,652078
00:00,2;2,654314
00:00,2;2,657036
00:00,2;2,660233
00:00,2;2,663895
00:00,2;2,66801
00:00,2;2,672564
00:00,2;2,677543
00:00,2;2,682928
00:00,2;2,688703
00:00,2;2,694849
00:00,2;2,701344
00:00,2;2,708168
00:00,2;2,715298
00:00,2;2,722711
00:00,2;2,730381
00:00,2;2,738284
00:00,2;2,746394
00:00,2;2,754684
00:00,2;2,763126
00:00,2;2,771693
00:00,2;2,780356
00:00,2;2,789087
00:00,2;2,797858
00:00,2;2,806639
00:00,2;2,815401
00:00,2;2,824116
00:00,2;2,832755
00:00,2;2,841289
00:00,2;2,849691
00:00,2;2,857932
00:00,2;2,865986
00:00,2;2,873826
00:00,2;2,881426
00:00,2;2,888761
00:00,2;2,895807
00:00,2;2,902541
00:00,2;2,90894
00:00,2;2,914984
00:00,2;2,920653
00:00,2;2,925927
00:00,2;2,930789
00:00,2;2,935224
00:00,2;2,939216
00:00,2;2,942753
00:00,2;2,945822
00:00,2;2,948413
00:00,2;2,950518
00:00,2;2,95213
00:00,2;2,953243
00:00,2;2,953853
00:00,2;2,953958
00:00,2;2,953557
00:00,2;2,952652
00:00,2;2,951245
00:00,2;2,949342
00:00,2;2,946946
00:00,2;2,944067
00:00,2;2,940714
00:00,2;2,936897
00:00,2;2,932629
00:00,2;2,927923
00:00,2;2,922794
00:00,2;2,917259
00:00,2;2,911336
00:00,2;2,905044
00:00,2;2,898404
00:00,2;2,891436
00:00,2;2,884164
00:00,2;2,876611
00:00,2;2,868801
00:00,2;2,86076
00:00,2;2,852514
00:00,2;2,844089
00:00,2;2,835513
00:00,2;2,826814
00:00,2;2,81802
00:00,2;2,809159
00:00,2;2,80026
00:00,2;2,791352
00:00,2;2,782465
00:00,2;2,773626
00:00,2;2,764865
00:00,2;2,75621
00:00,2;2,747688
00:00,2;2,739329
00:00,2;2,731158
00:00,2;2,723203
00:00,2;2,715489
00:00,2;2,708041
00:00,2;2,700884
00:00,2;2,69404
00:00,2;2,687532
00:00,2;2,681381
00:00,2;2,675607
00:00,2;2,670229
00:00,2;2,665264
00:00,2;2,660728
00:00,2;2,656636
00:00,2;2,653001
00:00,2;2,649834
00:00,2;2,647147
00:00,2;2,644948
00:00,2;2,643244
00:00,2;2,64204
00:00,2;2,64134
00:00,2;2,641146
00:00,2;2,64146
00:00,2;2,642279
00:00,2;2,643601
00:00,2;2,645422
00:00,2;2,647736
00:00,2;2,650535
00:00,2;2,65381
00:00,2;2,65755
00:00,2;2,661742
00:00,2;2,666374
00:00,2;2,67143
00:00,2;2,676893
00:00,2;2,682746
00:00,2;2,688969
00:00,2;2,695542
00:00,2;2,702444
00:00,2;2,709652
00:00,2;2,717143
00:00,2;2,724891
00:00,2;2,732872
00:00,2;2,74106
00:00,2;2,749427
00:00,2;2,757947
00:00,2;2,766592
00:00,2;2,775333
00:00,2;2,784143
00:00,2;2,792991
00:00,2;2,80185
00:00,2;2,810691
00:00,2;2,819484
00:00,2;2,828201
00:00,2;2,836813
00:00,2;2,845293
00:00,2;2,853612
00:00,2;2,861744
00:00,2;2,869662
00:00,2;2,87734
00:00,2;2,884754
00:00,2;2,891878
00:00,2;2,89869
00:00,2;2,905168
00:00,2;2,911291
00:00,2;2,917037
00:00,2;2,92239
00:00,2;2,927331
00:00,2;2,931844
00:00,2;2,935915
00:00,2;2,93953
00:00,2;2,942677
00:00,2;2,945347
00:00,2;2,94753
00:00,2;2,949221
00:00,2;2,950412
00:00,2;2,9511
00:00,2;2,951284
00:00,2;2,950962
00:00,2;2,950135
00:00,2;2,948807
00:00,2;2,946982
00:00,2;2,944665
00:00,2;2,941865
00:00,2;2,93859
00:00,2;2,934852
00:00,2;2,930662
00:00,2;2,926034
00:00,2;2,920984
00:00,2;2,915528
00:00,2;2,909684
00:00,2;2,903471
00:00,2;2,896909
00:00,2;2,89002
00:00,2;2,882826
00:00,2;2,875352
00:00,2;2,867621
00:00,2;2,859658
00:00,2;2,851491
00:00,2;2,843145
00:00,2;2,834647
00:00,2;2,826027
00:00,2;2,817311
00:00,2;2,808529
00:00,2;2,799709
00:00,2;2,79088
00:00,2;2,782071
00:00,2;2,773311
00:00,2;2,764629
00:00,2;2,756052
00:00,2;2,74761
00:00,2;2,739329
00:00,2;2,731237
00:00,2;2,72336
00:00,2;2,715725
00:00,2;2,708356
00:00,2;2,701277
00:00,2;2,694512
00:00,2;2,688083
00:00,2;2,682011
00:00,2;2,676316
00:00,2;2,671016
00:00,2;2,66613
00:00,2;2,661672
00:00,2;2,657659
00:00,2;2,654102
00:00,2;2,651015
00:00,2;2,648407
00:00,2;2,646286
00:00,2;2,64466
00:00,2;2,643535
00:00,2;2,642914
00:00,2;2,642799
00:00,2;2,643191
00:00,2;2,644089
00:00,2;2,64549
00:00,2;2,647389
00:00,2;2,649782
00:00,2;2,652659
00:00,2;2,656013
00:00,2;2,659831
00:00,2;2,664102
00:00,2;2,668813
00:00,2;2,673947
00:00,2;2,679489
00:00,2;2,68542
00:00,2;2,691722
00:00,2;2,698374
00:00,2;2,705354
00:00,2;2,71264
00:00,2;2,720209
00:00,2;2,728036
