4148;780;156;0;
4146;794;156;0;
4154;800;156;0;
4153;796;156;0;
4158;800;156;0;
4159;804;156;0;
4162;806;156;0;
4163;798;156;0;
4163;794;156;0;
4166;799;156;0;
4167;801;156;0;
4168;789;156;0;
4167;784;156;0;
4168;779;156;0;
4169;780;156;0;
4170;780;156;0;
4171;776;156;0;
4171;770;156;0;
4171;766;156;0;
4172;764;156;0;
4171;753;156;0;
4172;750;156;0;
4173;749;156;0;
4173;754;156;0;
4176;780;156;0;
4183;804;156;0;
4183;798;156;0;
4183;793;156;0;
4182;788;156;0;
4183;783;156;0;
4183;779;156;0;
4183;774;156;0;
4183;771;156;0;
4183;767;156;0;
4183;763;156;0;
4183;759;156;0;
4183;755;156;0;
4183;751;156;0;
4183;748;156;0;
4183;744;156;0;
4183;741;156;0;
4183;738;156;0;
4184;735;156;0;
4183;733;156;0;
4183;729;156;0;
4183;726;156;0;
4183;723;156;0;
4184;721;156;0;
4183;719;156;0;
4184;716;156;0;
4183;714;156;0;
4183;711;156;0;
4184;709;156;0;
4184;707;156;0;
4184;704;156;0;
4184;702;156;0;
4184;700;156;0;
4184;699;156;0;
4184;698;156;0;
4081;-34;156;0;96;
4183;703;156;0;
4183;696;156;0;
4183;691;156;0;
4182;688;156;0;
4182;685;156;0;
4182;683;156;0;
4182;681;156;0;
4182;678;156;0;
4182;677;156;0;
4182;675;156;0;
4182;673;156;0;
4182;671;156;0;
4182;670;156;0;
4182;668;156;0;
4182;666;156;0;
4182;665;156;0;
4182;663;156;0;
4182;662;156;0;
4182;660;156;0;
4182;659;156;0;
4182;657;156;0;
4182;656;156;0;
4183;655;156;0;
4183;653;156;0;
4182;652;156;0;
4182;651;156;0;
4183;649;156;0;
4183;648;156;0;
4183;647;156;0;
4183;646;156;0;
4183;645;156;0;
4183;643;156;0;
4183;642;156;0;
4183;641;156;0;
4183;640;156;0;
4183;639;156;0;
4183;638;156;0;
4183;637;156;0;
4183;636;156;0;
4183;635;156;0;
4183;634;156;0;
4183;633;156;0;
4183;632;156;0;
4183;631;156;0;
4183;630;156;0;
4183;629;156;0;
4183;628;156;0;
4183;627;156;0;
4183;626;156;0;
4183;625;156;0;
4183;625;156;0;
4183;624;156;0;
4183;623;156;0;
4183;622;156;0;
4183;621;156;0;
4183;620;156;0;
4183;619;156;0;
4183;618;156;0;
4183;617;156;0;
4183;617;156;0;
4096;0;156;0;99;
4183;633;156;0;
4183;627;156;0;
4183;624;156;0;
4183;622;156;0;
4183;620;156;0;
4183;618;156;0;
4183;617;156;0;
4183;616;156;0;
4183;614;156;0;
4183;613;156;0;
4183;612;156;0;
4183;611;156;0;
4183;610;156;0;
4183;609;156;0;
4183;608;156;0;
4183;607;156;0;
4183;607;156;0;
4183;606;156;0;
4183;605;156;0;
4183;604;156;0;
